region,country,event,category,year,year_start,year_end,decade,summary
Güney Afrika,Angola,Savimbi'nin Ölümü,Önemli Lider,2002,2002,2002,2000,Jonas Savimbi'nin ölümü ve barış. [Wikipedia](https://tr.wikipedia.org/wiki/Jonas_Savimbi)
Güney Afrika,Angola,Petrol Konseyi,Ekonomi,2007,2007,2007,2000,OPEC üyeliği. [Wikipedia](https://tr.wikipedia.org/wiki/Angola)
Güney Afrika,Angola,Dos Santos İstifası,Önemli Lider,2017,2017,2017,2010,38 yıl sonra görev bırakma. [Wikipedia](https://tr.wikipedia.org/wiki/José_Eduardo_dos_Santos)
Güney Afrika,Namibya,Alman Soykırımı Anması,Diplomasi,2004,2004,2021,2000,Herero ve Nama soykırımının tanınması. [Wikipedia](https://tr.wikipedia.org/wiki/Herero_ve_Namaqua_Soykırımı)
Güney Afrika,Namibya,Bağımsızlık 1990,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Güney Afrika işgalinin sonu. [Wikipedia](https://tr.wikipedia.org/wiki/Namibya)
Güney Afrika,Botsvana,Bağımsızlık,Devrim/Rejim Değişikliği,1966,1966,1966,1960,Seretse Khama liderliği. [Wikipedia](https://tr.wikipedia.org/wiki/Botsvana)
Güney Afrika,Botsvana,Elmas Keşfi,Ekonomi,1967,1967,1967,1960,Orapa madeni ve ekonomik mucize. [Wikipedia](https://tr.wikipedia.org/wiki/Debswana)
Güney Afrika,Zambiya,Bağımsızlık,Devrim/Rejim Değişikliği,1964,1964,1964,1960,Kenneth Kaunda önderliği. [Wikipedia](https://tr.wikipedia.org/wiki/Zambiya)
Güney Afrika,Zambiya,Bakır Krizi,Ekonomi,1973,1973,1973,1970,Bakır fiyatlarının düşüşü ve kriz. [Wikipedia](https://tr.wikipedia.org/wiki/Zambiya)
Güney Afrika,Zimbabve,Rodezya İlanı,Devrim/Rejim Değişikliği,1965,1965,1965,1960,Tek taraflı bağımsızlık ilanı (Smith). [Wikipedia](https://tr.wikipedia.org/wiki/Rodezya)
Güney Afrika,Zimbabve,Bağımsızlık 1980,Devrim/Rejim Değişikliği,1980,1980,1980,1980,Mugabe'nin başbakan olması. [Wikipedia](https://tr.wikipedia.org/wiki/Zimbabve)
Güney Afrika,Zimbabve,Gukurahundi,Savaş/Çatışma,1983,1983,1987,1980,Matabeleland katliamları. [Wikipedia](https://tr.wikipedia.org/wiki/Gukurahundi)
Güney Afrika,Zimbabve,Toprak Reformu,Ekonomi,2000,2000,2000,2000,Beyaz çiftçilerin mülklerine el konulması. [Wikipedia](https://tr.wikipedia.org/wiki/Zimbabve'de_toprak_reformu)
Güney Afrika,Zimbabve,Hiperenflasyon,Ekonomi,2008,2008,2009,2000,Milyar dolarlık banknotlar. [Wikipedia](https://tr.wikipedia.org/wiki/Zimbabve'de_hiperenflasyon)
Güney Afrika,Zimbabve,Mugabe'nin Darbesi,Devrim/Rejim Değişikliği,2017,2017,2017,2010,Askeri müdahale ve istifa. [Wikipedia](https://tr.wikipedia.org/wiki/2017_Zimbabve_darbesi)
Güney Afrika,Malavi,Banda Diktatörlüğü,Önemli Lider,1964,1964,1994,1960,Hastings Banda'nın 30 yılı. [Wikipedia](https://tr.wikipedia.org/wiki/Hastings_Banda)
Güney Afrika,Mozambik,Bağımsızlık Savaşları,Savaş/Çatışma,1964,1964,1974,1960,FRELIMO mücadelesi. [Wikipedia](https://tr.wikipedia.org/wiki/Mozambik_Bağımsızlık_Savaşı)
Güney Afrika,Mozambik,Bağımsızlık 1975,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Samora Machel dönemi. [Wikipedia](https://tr.wikipedia.org/wiki/Mozambik_Halk_Cumhuriyeti)
Güney Afrika,Mozambik,İç Savaş Sonu,Barış/Diplomasi,1992,1992,1992,1990,Roma Genel Barış Anlaşması. [Wikipedia](https://tr.wikipedia.org/wiki/Mozambik_İç_Savaşı)
Güney Afrika,Mozambik,Cabo Delgado İsyanı,Savaş/Çatışma,2017,2017,2024,2010,İslamcı militan saldırıları. [Wikipedia](https://tr.wikipedia.org/wiki/Cabo_Delgado_saldırıları)
Güney Afrika,Madagaskar,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Madagaskar)
Güney Afrika,Madagaskar,Ratsiraka Dönemi,Önemli Lider,1975,1975,1993,1970,Sosyalist İkinci Cumhuriyet. [Wikipedia](https://tr.wikipedia.org/wiki/Didier_Ratsiraka)
Güney Afrika,Madagaskar,2009 Krizi,Savaş/Çatışma,2009,2009,2009,2000,Rajoelina'nın darbe ile gelişi. [Wikipedia](https://tr.wikipedia.org/wiki/2009_Madagaskar_siyasi_krizi)
Güney Afrika,Komorlar,Bağımsızlık ve Darbeler,Devrim/Rejim Değişikliği,1975,1975,1975,1970,20'den fazla darbe girişimi tarihi. [Wikipedia](https://tr.wikipedia.org/wiki/Komorlar)
Güney Afrika,Komorlar,Bob Denard,Savaş/Çatışma,1978,1978,1989,1970,Paralı askerlerin ada yönetimi. [Wikipedia](https://tr.wikipedia.org/wiki/Bob_Denard)
Güney Afrika,Seyseller,Bağımsızlık,Devrim/Rejim Değişikliği,1976,1976,1976,1970,İngiltere'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Seyşeller)
Güney Afrika,Seyseller,1977 Darbesi,Savaş/Çatışma,1977,1977,1977,1970,Rene'nin iktidarı alması. [Wikipedia](https://tr.wikipedia.org/wiki/France-Albert_René)
Güney Afrika,Mauritius,Bağımsızlık,Devrim/Rejim Değişikliği,1968,1968,1968,1960,İngiltere'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Mauritius)
Güney Afrika,Mauritius,Ekonomik Mucize,Ekonomi,1980,1980,2000,1980,Şekerden tekstil ve turizme geçiş. [Wikipedia](https://tr.wikipedia.org/wiki/Mauritius_ekonomisi)
Güney Afrika,Lesoto,Bağımsızlık,Devrim/Rejim Değişikliği,1966,1966,1966,1960,Basutoland'dan Lesoto'ya. [Wikipedia](https://tr.wikipedia.org/wiki/Lesoto)
Güney Afrika,Lesoto,1998 Müdahalesi,Savaş/Çatışma,1998,1998,1998,1990,Güney Afrika'nın askeri müdahalesi. [Wikipedia](https://tr.wikipedia.org/wiki/Lesoto)
Güney Afrika,Esvatini,Bağımsızlık,Devrim/Rejim Değişikliği,1968,1968,1968,1960,Sobhuza II liderliği. [Wikipedia](https://tr.wikipedia.org/wiki/Esvatini)
Güney Afrika,Esvatini,Protestolar 2021,Devrim/Rejim Değişikliği,2021,2021,2021,2020,Monarşi karşıtı gösteriler. [Wikipedia](https://tr.wikipedia.org/wiki/2021_Esvatini_protestoları)
Kuzey Afrika,Batı Sahra,İspanyol Çekilmesi,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Madrid Anlaşması. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Sahra)
Kuzey Afrika,Batı Sahra,SADR İlanı,Diplomasi,1976,1976,1976,1970,Polisario'nun devlet ilanı. [Wikipedia](https://tr.wikipedia.org/wiki/Sahra_Demokratik_Arap_Cumhuriyeti)
Kuzey Afrika,Batı Sahra,Ateşkes 1991,Barış/Diplomasi,1991,1991,1991,1990,BM gözetiminde ateşkes. [Wikipedia](https://tr.wikipedia.org/wiki/MINURSO)
