region,country,event,category,year,year_start,year_end,decade,summary
Avrupa,Portekiz,Dünyanın En Büyük Dalga Sörfü (Nazaré),Kültür & Toplum,2011,2011,2024,2010,Garrett McNamara'nın rekoruyla Nazaré'nin sörf merkezi olması.
Avrupa,Yunanistan,Yunan İç Savaşı,Savaş/Çatışma,1946,1946,1949,1940,Komünistler ve hükümet güçleri arasındaki çatışma.
Avrupa,Yunanistan,Askeri Cunta Dönemi,Devrim/Rejim Değişikliği,1967,1967,1974,1960,Albaylar Cuntası'nın demokrasiyi askıya alması.
Avrupa,Yunanistan,Kıbrıs Barış Harekatı ve Cunta Çöküşü,Savaş/Çatışma,1974,1974,1974,1970,Türkiye'nin müdahalesi sonrası cunta rejiminin devrilmesi.
Avrupa,Yunanistan,AB Üyeliği,Devrim/Rejim Değişikliği,1981,1981,1981,1980,Avrupa Topluluğu'na katılan 10. üye.
Avrupa,Yunanistan,17 Kasım Örgütü Tasfiyesi,Terör Saldırısı,2002,2002,2002,2000,Uzun yıllardır eylem yapan sol örgütün çökertilmesi.
Avrupa,Yunanistan,2004 Yaz Olimpiyatları,Kültür & Toplum,2004,2004,2004,2000,Olimpiyatların doğduğu topraklara dönüşü.
Avrupa,Yunanistan,Ekonomik Kriz ve Protestolar,Devrim/Rejim Değişikliği,2009,2009,2018,2000,Borç krizi, iflas riski ve sert kemer sıkma önlemleri.
Avrupa,Yunanistan,Mati Yangını,Kültür & Toplum,2018,2018,2018,2010,Yüzyılın en ölümcül orman yangını felaketi.
Avrupa,Yunanistan,Prespa Anlaşması,Devrim/Rejim Değişikliği,2018,2018,2018,2010,Makedonya isim sorununun çözümü.
Avrupa,Yunanistan,Tempi Tren Kazası,Kültür & Toplum,2023,2023,2023,2020,Büyük protestolara yol açan ölümcül tren kazası.
Asya,Hindistan,Bağımsızlık ve Bölünme,Devrim/Rejim Değişikliği,1947,1947,1947,1940,İngiliz yönetiminin sonu, Hindistan ve Pakistan'ın ayrılması (Partition).
Asya,Hindistan,Gandi Suikastı,Önemli Lider,1948,1948,1948,1940,Mahatma Gandi'nin radikal bir Hindu tarafından öldürülmesi.
Asya,Hindistan,Çin-Hint Savaşı,Savaş/Çatışma,1962,1962,1962,1960,Himalaya sınır anlaşmazlığı nedeniyle çıkan savaş.
Asya,Hindistan,Nükleer Denemeler (Pokhran),Savaş/Çatışma,1974,1974,1998,1970,Nükleer güç statüsünün ilanı ve Pakistan ile silahlanma yarışı.
Asya,Hindistan,Indira Gandi Suikastı,Terör Saldırısı,1984,1984,1984,1980,Altın Tapınak baskını sonrası Sih korumalarca öldürülmesi.
Asya,Hindistan,Ekonomik Liberalizasyon,Devrim/Rejim Değişikliği,1991,1991,1991,1990,Kapalı ekonomiden küresel pazara açılma reformları.
Asya,Hindistan,Mumbai Saldırıları,Terör Saldırısı,2008,2008,2008,2000,Lashkar-e-Taiba militanlarının şehri kuşatması.
Asya,Hindistan,Mars Misyonu (Mangalyaan),Kültür & Toplum,2014,2014,2014,2010,Asya'da Mars yörüngesine ulaşan ilk ülke başarısı.
Asya,Hindistan,Narendra Modi Dönemi,Önemli Lider,2014,2014,2024,2010,Hindu milliyetçiliğinin yükselişi ve ekonomik büyüme.
Asya,Hindistan,Keşmir Statüsü Değişikliği,Devrim/Rejim Değişikliği,2019,2019,2019,2010,Özerkliğin kaldırılması ve bölgenin doğrudan merkeze bağlanması.
Asya,Hindistan,Ay'a İniş (Chandrayaan-3),Kültür & Toplum,2023,2023,2023,2020,Ay'ın güney kutbuna inen ilk ülke.
Afrika,Mısır,Süveyş Krizi,Savaş/Çatışma,1956,1956,1956,1950,Kanalın millileştirilmesi ve İngiltere-Fransa-İsrail müdahalesi.
Afrika,Mısır,Birleşik Arap Cumhuriyeti,Devrim/Rejim Değişikliği,1958,1958,1961,1950,Suriye ile kısa süreli siyasi birlik denemesi.
Afrika,Mısır,Altı Gün Savaşı,Savaş/Çatışma,1967,1967,1967,1960,İsrail'e karşı ağır yenilgi ve Sina'nın kaybı.
Afrika,Mısır,Yom Kippur Savaşı,Savaş/Çatışma,1973,1973,1973,1970,Sina Yarımadası'nı geri almak için sürpriz saldırı.
Afrika,Mısır,Camp David Barış Anlaşması,Devrim/Rejim Değişikliği,1978,1978,1979,1970,İsrail'i tanıyan ilk Arap ülkesi olunması.
Afrika,Mısır,Enver Sedat Suikastı,Terör Saldırısı,1981,1981,1981,1980,Barış anlaşmasına tepki gösteren cihatçılar tarafından öldürülmesi.
Afrika,Mısır,Hüsnü Mübarek Dönemi,Devrim/Rejim Değişikliği,1981,1981,2011,1980,30 yıl süren olağanüstü hal ve istikrar dönemi.
Afrika,Mısır,Tahrir Meydanı Devrimi (Arap Baharı),Devrim/Rejim Değişikliği,2011,2011,2011,2010,Mübarek'in devrilmesi ve kısa süreli demokratikleşme.
Afrika,Mısır,Askeri Darbe ve Sisi Dönemi,Devrim/Rejim Değişikliği,2013,2013,2024,2010,Mursi yönetiminin devrilmesi ve ordunun yönetime el koyması.
Afrika,Mısır,Yeni Süveyş Kanalı,Kültür & Toplum,2015,2015,2015,2010,Kanal kapasitesini artıran mega proje açılışı.
Afrika,Güney Afrika,Apartheid'ın Resmileşmesi,Devrim/Rejim Değişikliği,1948,1948,1948,1940,Irk ayrımcılığı sisteminin yasal zemine oturtulması.
Afrika,Güney Afrika,Sharpeville Katliamı,Savaş/Çatışma,1960,1960,1960,1960,Protestoculara ateş açılması ve ANC'nin silahlı mücadeleye geçişi.
Afrika,Güney Afrika,Soweto Ayaklanması,Savaş/Çatışma,1976,1976,1976,1970,Öğrencilerin Afrikaans dil dayatmasına isyanı.
Afrika,Güney Afrika,Mandela'nın Serbest Bırakılması,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Apartheid'ın sonunun başlangıcı.
Afrika,Güney Afrika,İlk Demokratik Seçimler,Devrim/Rejim Değişikliği,1994,1994,1994,1990,Nelson Mandela'nın ilk siyah devlet başkanı seçilmesi.
Afrika,Güney Afrika,Rugby Dünya Kupası Zaferi,Kültür & Toplum,1995,1995,1995,1990,Ülkenin birleşmesi sembolü (Invictus).
Afrika,Güney Afrika,2010 Dünya Kupası,Kültür & Toplum,2010,2010,2010,2010,Afrika kıtasında düzenlenen ilk futbol şampiyonası.
Afrika,Güney Afrika,Marikana Madenci Katliamı,Savaş/Çatışma,2012,2012,2012,2010,Polisin grevci madencilere ateş açması.
Afrika,Güney Afrika,Uluslararası Adalet Divanı İsrail Davası,Devrim/Rejim Değişikliği,2023,2023,2024,2020,Gazze savaşı nedeniyle İsrail'e soykırım davası açılması.
Guney Amerika,Brezilya,Brasilia'nın İnşası,Kültür & Toplum,1960,1960,1960,1960,Başkentin iç kesimdeki yeni şehre taşınması.
Guney Amerika,Brezilya,Askeri Darbe,Devrim/Rejim Değişikliği,1964,1964,1985,1960,21 yıl süren ABD destekli askeri diktatörlük.
Guney Amerika,Brezilya,Demokrasiye Dönüş (Nova Republica),Devrim/Rejim Değişikliği,1985,1985,1985,1980,Sivil yönetimin yeniden tesisi.
Guney Amerika,Brezilya,Lula Dönemi ve Ekonomik Patlama,Önemli Lider,2003,2003,2010,2000,Sosyal programlarla yoksulluğun azaltılması.
Guney Amerika,Brezilya,2014 Dünya Kupası ve 2016 Olimpiyatları,Kültür & Toplum,2014,2014,2016,2010,Küresel spor organizasyonlarına ev sahipliği.
Guney Amerika,Brezilya,Car Wash (Lava Jato) Skandalı,Devrim/Rejim Değişikliği,2014,2014,2018,2010,Devlet petrol şirketi Petrobras merkezli dev yolsuzluk soruşturması.
Guney Amerika,Brezilya,Amazon Orman Yangınları,Kültür & Toplum,2019,2019,2019,2010,Bolsonaro döneminde artan ormansızlaşma ve uluslararası tepki.
Guney Amerika,Brezilya,Kongre Baskını,Devrim/Rejim Değişikliği,2023,2023,2023,2020,Bolsonaro taraftarlarının seçim sonucunu reddederek meclisi basması.
Guney Amerika,Brezilya,G20 Dönem Başkanlığı,Devrim/Rejim Değişikliği,2024,2024,2024,2020,Küresel Güney lideri olarak diplomatik rol.
Guney Amerika,Arjantin,Peron Dönemi,Önemli Lider,1946,1946,1955,1940,Juan ve Eva Peron'un popülist politikaları.
Guney Amerika,Arjantin,Kirli Savaş ve Cunta,Savaş/Çatışma,1976,1976,1983,1970,Binlerce muhalifin 'kaybedildiği' askeri diktatörlük.
Guney Amerika,Arjantin,Falkland Savaşı,Savaş/Çatışma,1982,1982,1982,1980,İngiltere ile adalar için yapılan savaş ve yenilgi.
Guney Amerika,Arjantin,2001 Ekonomik Krizi,Devrim/Rejim Değişikliği,2001,2001,2002,2000,Ülkenin iflası ve sokak olayları (Corralito).
Guney Amerika,Arjantin,Dünya Kupası Şampiyonluğu,Kültür & Toplum,2022,2022,2022,2020,Messi liderliğinde gelen 3. şampiyonluk.
Guney Amerika,Arjantin,Javier Milei Seçimi,Devrim/Rejim Değişikliği,2023,2023,2023,2020,Radikal libertaryen adayın şok seçim zaferi.
Guney Amerika,Meksika,Tlatelolco Katliamı,Savaş/Çatışma,1968,1968,1968,1960,Olimpiyatlar öncesi öğrenci protestolarının kanlı bastırılması.
Guney Amerika,Meksika,1985 Meksiko Depremi,Kültür & Toplum,1985,1985,1985,1980,Binlerce kişinin öldüğü yıkıcı deprem.
Guney Amerika,Meksika,NAFTA Anlaşması,Devrim/Rejim Değişikliği,1994,1994,1994,1990,ABD ve Kanada ile serbest ticaret bölgesi oluşumu.
Guney Amerika,Meksika,Zapatista Ayaklanması,Savaş/Çatışma,1994,1994,1994,1990,Chiapas'ta yerli hakları için silahlı isyan.
Guney Amerika,Meksika,Uyuşturucu Savaşları,Savaş/Çatışma,2006,2006,2024,2000,Kartellere karşı askeri müdahale ve artan şiddet.
Guney Amerika,Meksika,İlk Kadın Başkan (Sheinbaum),Devrim/Rejim Değişikliği,2024,2024,2024,2020,Claudia Sheinbaum'un tarihi seçim zaferi.
Guney Amerika,Kolombiya,La Violencia,Savaş/Çatışma,1948,1948,1958,1940,Liberaller ve Muhafazakarlar arası iç savaş.
Guney Amerika,Kolombiya,Medellin Karteli ve Escobar,Savaş/Çatışma,1980,1980,1993,1980,Narko-terör dönemi ve Pablo Escobar'ın ölümü.
Guney Amerika,Kolombiya,FARC Barış Anlaşması,Devrim/Rejim Değişikliği,2016,2016,2016,2010,50 yıllık gerilla savaşını bitiren tarihi anlaşma.
Guney Amerika,Kolombiya,İlk Solcu Başkan (Petro),Devrim/Rejim Değişikliği,2022,2022,2022,2020,Eski gerilla Gustavo Petro'nun seçilmesi.
Guney Amerika,Şili,1960 Büyük Şili Depremi,Kültür & Toplum,1960,1960,1960,1960,Kaydedilen en büyük deprem (9.5).
Guney Amerika,Şili,Pinochet Darbesi,Savaş/Çatışma,1973,1973,1990,1970,Salvador Allende'nin devrilmesi ve askeri diktatörlük.
Guney Amerika,Şili,Madenci Kurtarma Operasyonu,Kültür & Toplum,2010,2010,2010,2010,33 madencinin 69 gün sonra kurtarılması.
Guney Amerika,Şili,2019 Protestoları ve Yeni Anayasa Süreci,Devrim/Rejim Değişikliği,2019,2019,2022,2010,Metro zammıyla başlayan sosyal patlama ve anayasa referandumları.
Guney Amerika,Şili,Boric'in Seçilmesi,Devrim/Rejim Değişikliği,2021,2021,2021,2020,Öğrenci lideri Gabriel Boric'in en genç başkan olması.
