region,country,event,category,year,year_start,year_end,decade,summary
Orta Afrika,Ekvator Ginesi,Petrol Keşfi,Ekonomi,1995,1995,1995,1990,Ekonomiyi değiştiren büyük rezerv keşfi. [Wikipedia](https://tr.wikipedia.org/wiki/Ekvator_Ginesi)
Orta Afrika,Ekvator Ginesi,Başkent Malabo,Kültür/Bilim,1969,1969,2024,1960,Bioko adasındaki tarihi başkent. [Wikipedia](https://tr.wikipedia.org/wiki/Malabo)
Orta Afrika,Ekvator Ginesi,Bata Patlamaları,Doğal Afet,2021,2021,2021,2020,Askeri üste mühimmat patlaması. [Wikipedia](https://tr.wikipedia.org/wiki/2021_Bata_patlamaları)
Orta Afrika,Ekvator Ginesi,CPLP Üyeliği,Diplomasi,2014,2014,2014,2010,Portekizce Konuşan Ülkeler Topluluğu'na katılım. [Wikipedia](https://tr.wikipedia.org/wiki/Ekvator_Ginesi)
Batı Afrika,Gine-Bissau,Bağımsızlık Savaşı,Savaş/Çatışma,1963,1963,1974,1960,PAIGC'nin Portekiz'e karşı mücadelesi. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau_Bağımsızlık_Savaşı)
Batı Afrika,Gine-Bissau,Amilcar Cabral Suikastı,Önemli Lider,1973,1973,1973,1970,Bağımsızlık liderinin öldürülmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Amílcar_Cabral)
Batı Afrika,Gine-Bissau,Bağımsızlık İlanı,Devrim/Rejim Değişikliği,1974,1974,1974,1970,Portekiz Karanfil Devrimi sonrası tanınma. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau)
Batı Afrika,Gine-Bissau,1980 Darbesi,Savaş/Çatışma,1980,1980,1980,1980,João Bernardo Vieira'nın iktidarı alması. [Wikipedia](https://tr.wikipedia.org/wiki/João_Bernardo_Vieira)
Batı Afrika,Gine-Bissau,İç Savaş,Savaş/Çatışma,1998,1998,1999,1990,Vieira ve isyancı askerler arasında çatışma. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau_İç_Savaşı)
Batı Afrika,Gine-Bissau,Kokain Ticareti,Savaş/Çatışma,2000,2000,2024,2000,Uyuşturucu trafiği durağı haline gelmesi ("Narko-devlet"). [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau)
Batı Afrika,Gine-Bissau,Embalo Dönemi,Devrim/Rejim Değişikliği,2020,2020,2024,2020,Umaro Sissoco Embaló'nun başkanlığı. [Wikipedia](https://tr.wikipedia.org/wiki/Umaro_Sissoco_Embaló)
Batı Afrika,Gambiya,Bağımsızlık,Devrim/Rejim Değişikliği,1965,1965,1965,1960,İngiltere'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya)
Batı Afrika,Gambiya,Cumhuriyet İlanı,Devrim/Rejim Değişikliği,1970,1970,1970,1970,Dawda Jawara'nın ilk başkan olması. [Wikipedia](https://tr.wikipedia.org/wiki/Dawda_Jawara)
Batı Afrika,Gambiya,Senegambia Konfederasyonu,Diplomasi,1982,1982,1989,1980,Senegal ile kısa süreli birlik. [Wikipedia](https://tr.wikipedia.org/wiki/Senegambia_Konfederasyonu)
Batı Afrika,Gambiya,1994 Darbesi,Savaş/Çatışma,1994,1994,1994,1990,Yahya Jammeh'in iktidarı ele geçirmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Yahya_Jammeh)
Batı Afrika,Gambiya,İslam Cumhuriyeti İlanı,Devrim/Rejim Değişikliği,2015,2015,2017,2010,Jammeh'in ülkenin statüsünü değiştirmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya)
Batı Afrika,Gambiya,ECOWAS Müdahalesi,Savaş/Çatışma,2017,2017,2017,2010,Seçimi kaybeden Jammeh'i zorla indirme operasyonu. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya'ya_ECOWAS_müdahalesi)
Batı Afrika,Gambiya,TRRC Komisyonu,Devrim/Rejim Değişikliği,2018,2018,2021,2010,Geçmişteki ihlalleri araştırma komisyonu. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya)
Batı Afrika,Moritanya,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya)
Batı Afrika,Moritanya,Batı Sahra Savaşı,Savaş/Çatışma,1975,1975,1979,1970,Polisario Cephesine karşı başarısız savaş. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Sahra_Savaşı)
Batı Afrika,Moritanya,1978 Darbesi,Savaş/Çatışma,1978,1978,1978,1970,Ould Daddah'ın devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Muhtar_Veld_Daddah)
Batı Afrika,Moritanya,Köleliğin Kaldırılması,Devrim/Rejim Değişikliği,1981,1981,1981,1980,Dünyada köleliği yasaklayan son ülke. [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya'da_kölelik)
Batı Afrika,Moritanya,1989 Sınır Savaşı,Savaş/Çatışma,1989,1989,1991,1980,Senegal ile sınır çatışmaları. [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya-Senegal_Sınır_Savaşı)
Batı Afrika,Moritanya,Petrol İhracatı,Ekonomi,2006,2006,2006,2000,Chinguetti sahasında üretim. [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya)
Batı Afrika,Moritanya,G5 Sahel,Diplomasi,2014,2014,2023,2010,Bölgesel güvenlik örgütünün kuruluşu. [Wikipedia](https://tr.wikipedia.org/wiki/G5_Sahel)
Kuzey Afrika,Tunus,Yasemin Devrimi,Devrim/Rejim Değişikliği,2010,2010,2011,2010,Arap Baharı'nın başlangıcı. [Wikipedia](https://tr.wikipedia.org/wiki/Yasemin_Devrimi)
Kuzey Afrika,Tunus,Bardo Müzesi Saldırısı,Terör Saldırısı,2015,2015,2015,2010,Turistlere yönelik IŞİD saldırısı. [Wikipedia](https://tr.wikipedia.org/wiki/Bardo_Müzesi_saldırısı)
Kuzey Afrika,Tunus,Kais Saied'in Darbesi,Devrim/Rejim Değişikliği,2021,2021,2024,2020,Parlamentonun askıya alınması ve yetki tekeli. [Wikipedia](https://tr.wikipedia.org/wiki/Kais_Saied)
Kuzey Afrika,Tunus,Habib Burgiba,Savaş/Çatışma,1957,1957,1987,1950,Modern Tunus'un kurucusu. [Wikipedia](https://tr.wikipedia.org/wiki/Habib_Burgiba)
Kuzey Afrika,Tunus,Ekmek Ayaklanması,Savaş/Çatışma,1984,1984,1984,1980,Fiyat artışlarına karşı isyan. [Wikipedia](https://tr.wikipedia.org/wiki/Tunus_ekmek_ayaklanması)
Orta Afrika,Kongo,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık (Kongo Cumhuriyeti). [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti)
Orta Afrika,Kongo,Sassou Nguesso Dönemi,Önemli Lider,1979,1979,2024,1970,Uzun süreli liderlik (aralıklı). [Wikipedia](https://tr.wikipedia.org/wiki/Denis_Sassou_Nguesso)
Orta Afrika,Kongo,İç Savaş 1997,Savaş/Çatışma,1997,1997,1999,1990,Nguesso'nun iktidara dönüşü. [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti_İç_Savaşı)
Orta Afrika,Kongo,Yeni Anayasa 2015,Devrim/Rejim Değişikliği,2015,2015,2015,2010,Başkanlık süresi sınırlarının kaldırılması. [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti)
Batı Afrika,Togo,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Togo)
Batı Afrika,Togo,Olympio Suikastı,Önemli Lider,1963,1963,1963,1960,İlk devlet başkanının darbede öldürülmesi (Afrika'da ilk). [Wikipedia](https://tr.wikipedia.org/wiki/Sylvanus_Olympio)
Batı Afrika,Togo,Gnassingbe Eyadema,Önemli Lider,1967,1967,2005,1960,Afrika'nın en uzun süreli diktatörlerinden biri. [Wikipedia](https://tr.wikipedia.org/wiki/Gnassingbé_Eyadéma)
Batı Afrika,Togo,Faure Gnassingbe,Devrim/Rejim Değişikliği,2005,2005,2024,2000,Babadan oğula tartışmalı geçiş. [Wikipedia](https://tr.wikipedia.org/wiki/Faure_Gnassingbé)
Batı Afrika,Togo,Commonwealth Üyeliği,Diplomasi,2022,2022,2022,2020,İngiliz Milletler Topluluğu'na katılım. [Wikipedia](https://tr.wikipedia.org/wiki/Togo)
Batı Afrika,Benin,Marksist Dönem,Devrim/Rejim Değişikliği,1975,1975,1990,1970,Dahomey'den Benin Halk Cumhuriyeti'ne. [Wikipedia](https://tr.wikipedia.org/wiki/Benin_Halk_Cumhuriyeti)
Batı Afrika,Benin,Ulusal Konferans 1990,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Afrika'da barışçıl demokratik geçiş modeli. [Wikipedia](https://tr.wikipedia.org/wiki/Benin)
Batı Afrika,Benin,Vudu Günü,Kültür/Bilim,1996,1996,2024,1990,Resmi tatil ilan edilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Vudu)
Batı Afrika,Benin,Patrice Talon Dönemi,Önemli Lider,2016,2016,2024,2010,İş adamı başkanın reformları. [Wikipedia](https://tr.wikipedia.org/wiki/Patrice_Talon)
Batı Afrika,Gana,Nkrumah'ın Devrilmesi,Savaş/Çatışma,1966,1966,1966,1960,CIA destekli askeri darbe. [Wikipedia](https://tr.wikipedia.org/wiki/Kwame_Nkrumah)
Batı Afrika,Gana,Jerry Rawlings Dönemi,Önemli Lider,1981,1981,2001,1980,Darbelerden demokrasiye geçişin mimarı. [Wikipedia](https://tr.wikipedia.org/wiki/Jerry_Rawlings)
Batı Afrika,Gana,1992 Anayasası,Devrim/Rejim Değişikliği,1992,1992,1992,1990,Dördüncü Cumhuriyet'in kuruluşu. [Wikipedia](https://tr.wikipedia.org/wiki/Gana)
Batı Afrika,Gana,Petrol Üretimi,Ekonomi,2010,2010,2024,2010,Jubilee sahasında üretim başlangıcı. [Wikipedia](https://tr.wikipedia.org/wiki/Gana)
Batı Afrika,Fildisi Sahili,Ekonomik Mucize,Ekonomi,1960,1960,1980,1960,Kakao ihracatıyla büyük büyüme. [Wikipedia](https://tr.wikipedia.org/wiki/Fildişi_Sahili)
Batı Afrika,Fildisi Sahili,Houphouet-Boigny Ölümü,Önemli Lider,1993,1993,1993,1990,Kurucu babanın ölümü. [Wikipedia](https://tr.wikipedia.org/wiki/Félix_Houphouët-Boigny)
Batı Afrika,Fildisi Sahili,Birinci İç Savaş,Savaş/Çatışma,2002,2002,2007,2000,Ülkenin kuzey-güney olarak bölünmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Birinci_Fildişi_Sahili_İç_Savaşı)
Batı Afrika,Fildisi Sahili,2010 Seçim Krizi,Savaş/Çatışma,2010,2010,2011,2010,Gbagbo ve Ouattara çatışması (İkinci İç Savaş). [Wikipedia](https://tr.wikipedia.org/wiki/2010-2011_Fildişi_Sahili_krizi)
Batı Afrika,Fildisi Sahili,Grand Bassam Saldırısı,Terör Saldırısı,2016,2016,2016,2010,El-Kaide otel saldırısı. [Wikipedia](https://tr.wikipedia.org/wiki/2016_Grand-Bassam_saldırısı)
Batı Afrika,Sierra Leone,Bağımsızlık,Devrim/Rejim Değişikliği,1961,1961,1961,1960,İngiltere'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone)
Batı Afrika,Sierra Leone,Siaka Stevens Dönemi,Önemli Lider,1968,1968,1985,1960,Tek parti rejimi. [Wikipedia](https://tr.wikipedia.org/wiki/Siaka_Stevens)
Batı Afrika,Sierra Leone,İç Savaş Başlangıcı,Savaş/Çatışma,1991,1991,2002,1990,RUF isyanı ve "kanlı elmaslar". [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone_İç_Savaşı)
Batı Afrika,Sierra Leone,Lome Barış Anlaşması,Diplomasi,1999,1999,1999,1990,Savaşın sonuna doğru adım. [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone)
Batı Afrika,Sierra Leone,Ebola Salgını,Doğal Afet,2014,2014,2016,2010,Büyük sağlık krizi. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Afrika_Ebola_salgını)
Batı Afrika,Sierra Leone,Freetown Heyelanı,Doğal Afet,2017,2017,2017,2010,1000'den fazla ölüm. [Wikipedia](https://tr.wikipedia.org/wiki/2017_Sierra_Leone_toprak_kaymaları)
Batı Afrika,Gine,Bağımsızlık/Hayır Oyu,Devrim/Rejim Değişikliği,1958,1958,1958,1950,Fransız Topluluğu'nu reddeden tek ülke. [Wikipedia](https://tr.wikipedia.org/wiki/Gine)
Batı Afrika,Gine,Sekou Toure Dönemi,Önemli Lider,1958,1958,1984,1960,Sosyalist ve izolasyonist yönetim. [Wikipedia](https://tr.wikipedia.org/wiki/Ahmed_Sékou_Touré)
Batı Afrika,Gine,Lansana Conte Darbesi,Savaş/Çatışma,1984,1984,2008,1980,Toure ölünce askeri yönetim. [Wikipedia](https://tr.wikipedia.org/wiki/Lansana_Conté)
Batı Afrika,Gine,Stadyum Katliamı,Savaş/Çatışma,2009,2009,2009,2000,Protestoculara asker ateşi. [Wikipedia](https://tr.wikipedia.org/wiki/2009_Gine_protestoları)
Batı Afrika,Gine,Alpha Conde ve 3. Dönem,Devrim/Rejim Değişikliği,2020,2020,2020,2020,Anayasa değişikliği protestoları. [Wikipedia](https://tr.wikipedia.org/wiki/Alpha_Condé)
Batı Afrika,Gine,2021 Darbesi,Savaş/Çatışma,2021,2021,2021,2020,Mamady Doumbouya'nın iktidarı alması. [Wikipedia](https://tr.wikipedia.org/wiki/2021_Gine_darbesi)
Batı Afrika,Senegal,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Mali Federasyonu'ndan ayrılma. [Wikipedia](https://tr.wikipedia.org/wiki/Senegal)
Batı Afrika,Senegal,Senghor Dönemi,Önemli Lider,1960,1960,1980,1960,Şair-Devlet Başkanı, Negritude akımı. [Wikipedia](https://tr.wikipedia.org/wiki/Léopold_Sédar_Senghor)
Batı Afrika,Senegal,Casamance Çatışması,Savaş/Çatışma,1982,1982,2024,1980,Güneydeki ayrılıkçı hareket. [Wikipedia](https://tr.wikipedia.org/wiki/Casamance_çatışması)
Batı Afrika,Senegal,2000 Seçimleri,Devrim/Rejim Değişikliği,2000,2000,2000,2000,Abdoulaye Wade'nin zaferi (demokratik geçiş). [Wikipedia](https://tr.wikipedia.org/wiki/Abdoulaye_Wade)
Batı Afrika,Senegal,Faye Seçimi,Devrim/Rejim Değişikliği,2024,2024,2024,2020,Muhalif Bassirou Diomaye Faye'nin zaferi. [Wikipedia](https://tr.wikipedia.org/wiki/Bassirou_Diomaye_Faye)
Batı Afrika,Burkina Faso,Yukarı Volta'dan İsim Değişikliği,Kültür/Bilim,1984,1984,1984,1980,"Onurlu İnsanlar Ülkesi". [Wikipedia](https://tr.wikipedia.org/wiki/Burkina_Faso)
Batı Afrika,Burkina Faso,Thomas Sankara,Önemli Lider,1983,1983,1987,1980,"Afrika'nın Che Guevara'sı" devrimci lider. [Wikipedia](https://tr.wikipedia.org/wiki/Thomas_Sankara)
Batı Afrika,Burkina Faso,Blaise Compaore Dönemi,Önemli Lider,1987,1987,2014,1990,Sankara suikastı ve 27 yıllık iktidar. [Wikipedia](https://tr.wikipedia.org/wiki/Blaise_Compaoré)
Batı Afrika,Burkina Faso,2014 Ayaklanması,Devrim/Rejim Değişikliği,2014,2014,2014,2010,Compaore'nin devrilmesi ve kaçışı. [Wikipedia](https://tr.wikipedia.org/wiki/2014_Burkina_Faso_ayaklanması)
Batı Afrika,Burkina Faso,Cihatçı Saldırılar,Terör Saldırısı,2016,2016,2024,2010,Kuzeyde artan terör eylemleri. [Wikipedia](https://tr.wikipedia.org/wiki/Burkina_Faso)
Batı Afrika,Burkina Faso,2022 Darbeleri,Savaş/Çatışma,2022,2022,2022,2020,Bir yılda iki askeri darbe (Traore). [Wikipedia](https://tr.wikipedia.org/wiki/Eylül_2022_Burkina_Faso_darbesi)
Orta Afrika,Orta Afrika Cumhuriyeti,Bokassa İmparatorluğu,Devrim/Rejim Değişikliği,1976,1976,1979,1970,Kendini imparator ilan etmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Jean-Bédel_Bokassa)
Orta Afrika,Orta Afrika Cumhuriyeti,Seleka İsyanı,Savaş/Çatışma,2013,2013,2013,2010,Bozize'nin devrilmesi ve iç savaş. [Wikipedia](https://tr.wikipedia.org/wiki/Orta_Afrika_Cumhuriyeti_İç_Savaşı)
Orta Afrika,Orta Afrika Cumhuriyeti,Touadera ve Wagner,Savaş/Çatışma,2018,2018,2024,2010,Rus paralı askerlerinin gelişi. [Wikipedia](https://tr.wikipedia.org/wiki/Wagner_Grubu)
Doğu Afrika,Madagaskar,Malagasy Ayaklanması,Savaş/Çatışma,1947,1947,1948,1940,Fransızlara karşı bağımsızlık isyanı. [Wikipedia](https://tr.wikipedia.org/wiki/Madagaskar_Ayaklanması)
Batı Afrika,Cabo Verde,Bağımsızlık,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Portekiz'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Burun_Adaları)
Batı Afrika,Cabo Verde,Tek Parti Sonu,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Çok partili demokrasiye geçiş. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Burun_Adaları)
Orta Afrika,Sao Tome ve Principe,Bağımsızlık,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Portekiz'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Kuzey Afrika,Batı Sahra,Yeşil Yürüyüş,Savaş/Çatışma,1975,1975,1975,1970,Fas'ın bölgeye sivil yürüyüşü ve ilhakı. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Yürüyüş)
Doğu Afrika,Ruanda,BM Üyeliği,Diplomasi,1962,1962,1962,1960,Bağımsızlık sonrası üyelik. [Wikipedia](https://tr.wikipedia.org/wiki/Ruanda)
Doğu Afrika,Ruanda,Kigali Mutabakatı,Diplomasi,2016,2016,2016,2010,İklim değişikliği (HFC gazları) anlaşması. [Wikipedia](https://tr.wikipedia.org/wiki/Kigali)
