region,country,event,category,year,year_start,year_end,decade,summary
Batı Afrika,Nijer,Hamani Diori Dönemi,Önemli Lider,1960,1960,1974,1960,Bağımsızlık sonrası ilk dönem. [Wikipedia](https://tr.wikipedia.org/wiki/Hamani_Diori)
Batı Afrika,Nijer,1974 Darbesi,Savaş/Çatışma,1974,1974,1974,1970,Kountché'nin darbesi ve kuraklık krizi. [Wikipedia](https://tr.wikipedia.org/wiki/Seyni_Kountché)
Batı Afrika,Nijer,Tuareg İsyanı 1990,Savaş/Çatışma,1990,1990,1995,1990,Kuzeyde ayrılıkçı hareket. [Wikipedia](https://tr.wikipedia.org/wiki/Tuareg_İsyanı_(1990-1995))
Batı Afrika,Nijer,Uranium Patlaması,Ekonomi,1970,1970,2024,1970,Dünyanın en büyük uranyum üreticilerinden biri. [Wikipedia](https://tr.wikipedia.org/wiki/Nijer_ekonomisi)
Batı Afrika,Nijer,Tandja Krizi,Devrim/Rejim Değişikliği,2009,2009,2010,2000,Anayasa değişikliği ve darbe. [Wikipedia](https://tr.wikipedia.org/wiki/Mamadou_Tandja)
Batı Afrika,Nijer,ABD Üssü Kurulması,Diplomasi,2013,2013,2024,2010,Agadez'de İHA üssü. [Wikipedia](https://tr.wikipedia.org/wiki/Nijer)
Batı Afrika,Nijer,2023 Darbesi,Devrim/Rejim Değişikliği,2023,2023,2023,2020,Başkan Bazoum'un devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/2023_Nijer_darbesi)
Batı Afrika,Burkina Faso,Thomas Sankara Devrimi,Devrim/Rejim Değişikliği,1983,1983,1987,1980,Afrika'nın Che Guevarası ve reformlar. [Wikipedia](https://tr.wikipedia.org/wiki/Thomas_Sankara)
Batı Afrika,Burkina Faso,Sankara Suikastı,Önemli Lider,1987,1987,1987,1980,Blaise Compaoré darbesi. [Wikipedia](https://tr.wikipedia.org/wiki/Blaise_Compaoré)
Batı Afrika,Burkina Faso,2014 Ayaklanması,Devrim/Rejim Değişikliği,2014,2014,2014,2010,Meclis binasının yakılması ve Compaore'nin kaçışı. [Wikipedia](https://tr.wikipedia.org/wiki/2014_Burkina_Faso_ayaklanması)
Batı Afrika,Burkina Faso,Ouagadougou Saldırısı,Terör Saldırısı,2016,2016,2016,2010,Splendid Hotel saldırısı. [Wikipedia](https://tr.wikipedia.org/wiki/2016_Ouagadougou_saldırıları)
Batı Afrika,Burkina Faso,2022 Darbeleri,Savaş/Çatışma,2022,2022,2022,2020,Bir yıl içinde iki askeri darbe. [Wikipedia](https://tr.wikipedia.org/wiki/Ocak_2022_Burkina_Faso_darbesi)
Batı Afrika,Mali,Modibo Keita,Önemli Lider,1960,1960,1968,1960,Bağımsızlık lideri. [Wikipedia](https://tr.wikipedia.org/wiki/Modibo_Keïta)
Batı Afrika,Mali,Traore Darbesi,Savaş/Çatışma,1968,1968,1991,1960,23 yıllık askeri rejim. [Wikipedia](https://tr.wikipedia.org/wiki/Moussa_Traoré)
Batı Afrika,Mali,Demokratik Geçiş 1991,Devrim/Rejim Değişikliği,1991,1991,1992,1990,Halk ayaklanması ve ATT geçiş dönemi. [Wikipedia](https://tr.wikipedia.org/wiki/Amadou_Toumani_Touré)
Batı Afrika,Mali,Timbuktu Elyazmaları,Kültür/Bilim,2012,2012,2013,2010,İsyancıların kütüphaneleri yakması ve kurtarma. [Wikipedia](https://tr.wikipedia.org/wiki/Timbuktu_El_Yazmaları)
Batı Afrika,Mali,Kuzey Mali Savaşı,Savaş/Çatışma,2012,2012,2024,2010,Azawad ilanı ve Fransız müdahalesi (Serval). [Wikipedia](https://tr.wikipedia.org/wiki/Kuzey_Mali_Çatışması)
Batı Afrika,Mali,2020 Darbesi,Devrim/Rejim Değişikliği,2020,2020,2020,2020,Cumhurbaşkanı Keita'nın istifası. [Wikipedia](https://tr.wikipedia.org/wiki/2020_Mali_darbesi)
Batı Afrika,Senegal,Senghor Dönemi,Önemli Lider,1960,1960,1980,1960,Şair devlet başkanı ve Negritude akımı. [Wikipedia](https://tr.wikipedia.org/wiki/Léopold_Sédar_Senghor)
Batı Afrika,Senegal,Barışçıl Devir Teslim,Devrim/Rejim Değişikliği,2000,2000,2000,2000,Abdoulaye Wade'nin seçimi kazanması. [Wikipedia](https://tr.wikipedia.org/wiki/Abdoulaye_Wade)
Batı Afrika,Senegal,Joola Faciası,Deniz Kazası,2002,2002,2002,2000,Afrika tarihinin en büyük deniz kazası (1800+ ölü). [Wikipedia](https://tr.wikipedia.org/wiki/MV_Le_Joola)
Batı Afrika,Senegal,Dakar Rallisi,Kültür/Bilim,1979,1979,2007,1970,Efsanevi Paris-Dakar rallisinin bitiş noktası. [Wikipedia](https://tr.wikipedia.org/wiki/Dakar_Rallisi)
Batı Afrika,Senegal,Macky Sall İktidarı,Önemli Lider,2012,2012,2024,2010,Altyapı yatırımları ve yeni havalimanı. [Wikipedia](https://tr.wikipedia.org/wiki/Macky_Sall)
Batı Afrika,Senegal,2021 Protestoları,Devrim/Rejim Değişikliği,2021,2021,2021,2020,Muhalif lider Sonko'nun tutuklanması. [Wikipedia](https://tr.wikipedia.org/wiki/Ousmane_Sonko)
Batı Afrika,Gambiya,Bağımsızlık,Devrim/Rejim Değişikliği,1965,1965,1965,1960,Jawara liderliğinde bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya)
Batı Afrika,Gambiya,Senegambia,Diplomasi,1982,1982,1989,1980,Senegal ile konfederasyon denemesi. [Wikipedia](https://tr.wikipedia.org/wiki/Senegambiya_Konfederasyonu)
Batı Afrika,Gambiya,Jammeh Darbesi,Savaş/Çatışma,1994,1994,1994,1990,Yahya Jammeh'in 22 yıllık iktidarı. [Wikipedia](https://tr.wikipedia.org/wiki/Yahya_Jammeh)
Batı Afrika,Gambiya,ECOWAS Müdahalesi,Savaş/Çatışma,2017,2017,2017,2010,Jammeh'in gitmesi için askeri baskı. [Wikipedia](https://tr.wikipedia.org/wiki/Gambiya_Anayasal_Krizi)
Batı Afrika,Gine,Bağımsızlık "Hayır" Oyu,Devrim/Rejim Değişikliği,1958,1958,1958,1950,Fransız Birliği'ni reddeden tek ülke. [Wikipedia](https://tr.wikipedia.org/wiki/Gine)
Batı Afrika,Gine,Sekou Toure Dönemi,Önemli Lider,1958,1958,1984,1950,Sosyalist deneyim ve izolasyon. [Wikipedia](https://tr.wikipedia.org/wiki/Ahmed_Sékou_Touré)
Batı Afrika,Gine,Portekiz Saldırısı,Savaş/Çatışma,1970,1970,1970,1970,Yeşil Deniz Operasyonu. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Deniz_Operasyonu)
Batı Afrika,Gine,Lansana Conte Darbesi,Savaş/Çatışma,1984,1984,2008,1980,Toure'nin ölümü sonrası darbe. [Wikipedia](https://tr.wikipedia.org/wiki/Lansana_Conté)
Batı Afrika,Gine,Stadyum Katliamı,Terör Saldırısı,2009,2009,2009,2000,Conakry stadyumunda protestoculara ateş açılması. [Wikipedia](https://tr.wikipedia.org/wiki/Gine)
Batı Afrika,Gine,Ebola Salgını Başlangıcı,Doğal Afet,2013,2013,2016,2010,Batı Afrika salgınının başladığı köy. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Afrika_Ebola_salgını)
Batı Afrika,Gine,2021 Darbesi,Devrim/Rejim Değişikliği,2021,2021,2021,2020,Alpha Conde'nin devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/2021_Gine_darbesi)
Batı Afrika,Gine-Bissau,Bağımsızlık Savaşı,Savaş/Çatışma,1963,1963,1974,1960,PAIGC ve Amilcar Cabral mücadelesi. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau_Bağımsızlık_Savaşı)
Batı Afrika,Gine-Bissau,Amilcar Cabral Suikastı,Önemli Lider,1973,1973,1973,1970,Bağımsızlık önderinin öldürülmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Amílcar_Cabral)
Batı Afrika,Gine-Bissau,1998 İç Savaşı,Savaş/Çatışma,1998,1998,1999,1990,Vieira yönetimine karşı isyan. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau_İç_Savaşı)
Batı Afrika,Gine-Bissau,Uyuşturucu Ticareti,Ekonomi,2005,2005,2024,2000,Narco-state tartışmaları. [Wikipedia](https://tr.wikipedia.org/wiki/Gine-Bissau)
Batı Afrika,Sierra Leone,Bağımsızlık,Devrim/Rejim Değişikliği,1961,1961,1961,1960,İngiltere'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone)
Batı Afrika,Sierra Leone,İç Savaş Başlangıcı,Savaş/Çatışma,1991,1991,2002,1990,RUF isyanı ve kanlı elmaslar. [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone_İç_Savaşı)
Batı Afrika,Sierra Leone,Lome Barış Anlaşması,Diplomasi,1999,1999,1999,1990,Savaşı bitirme denemesi. [Wikipedia](https://tr.wikipedia.org/wiki/Lomé_Barış_Anlaşması)
Batı Afrika,Sierra Leone,İngiliz Müdahalesi,Savaş/Çatışma,2000,2000,2000,2000,Operasyon Palliser ile başkent güvenliği. [Wikipedia](https://tr.wikipedia.org/wiki/Opérasyon_Palliser)
Batı Afrika,Sierra Leone,Özel Mahkeme,Diplomasi,2002,2002,2013,2000,Savaş suçlularının yargılanması. [Wikipedia](https://tr.wikipedia.org/wiki/Sierra_Leone_Özel_Mahkemesi)
Batı Afrika,Sierra Leone,Ebola Karantinası,Doğal Afet,2014,2014,2015,2010,3 gün sokağa çıkma yasağı. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Afrika_Ebola_salgını)
Batı Afrika,Liberya,Doe Darbesi,Savaş/Çatışma,1980,1980,1980,1980,Americo-Liberian yönetiminin sonu. [Wikipedia](https://tr.wikipedia.org/wiki/Samuel_Doe)
Batı Afrika,Liberya,Birinci İç Savaş,Savaş/Çatışma,1989,1989,1997,1980,Charles Taylor'ın isyanı. [Wikipedia](https://tr.wikipedia.org/wiki/Birinci_Liberya_İç_Savaşı)
Batı Afrika,Liberya,Charles Taylor Dönemi,Önemli Lider,1997,1997,2003,1990,Savaş sonrası seçilen savaş ağası. [Wikipedia](https://tr.wikipedia.org/wiki/Charles_Taylor_(Liberyalı_siyasetçi))
Batı Afrika,Liberya,Monrovia Kuşatması,Savaş/Çatışma,2003,2003,2003,2000,LURD isyancılarının başkente girmesi. [Wikipedia](https://tr.wikipedia.org/wiki/İkinci_Liberya_İç_Savaşı)
Batı Afrika,Liberya,Ellen Johnson Sirleaf,Önemli Lider,2006,2006,2018,2000,Afrika'nın ilk seçilmiş kadın başkanı. [Wikipedia](https://tr.wikipedia.org/wiki/Ellen_Johnson_Sirleaf)
Batı Afrika,Liberya,George Weah Seçimi,Devrim/Rejim Değişikliği,2017,2017,2017,2010,Futbol yıldızının başkan olması. [Wikipedia](https://tr.wikipedia.org/wiki/George_Weah)
Batı Afrika,Fildisi Sahili,Houphouet-Boigny,Önemli Lider,1960,1960,1993,1960,Bağımsızlık babası ve ekonomik mucize. [Wikipedia](https://tr.wikipedia.org/wiki/Félix_Houphouët-Boigny)
Batı Afrika,Fildisi Sahili,Yamoussoukro Bazilikası,Kültür/Bilim,1990,1990,1990,1990,Dünyanın en büyük kilisesinin inşası. [Wikipedia](https://tr.wikipedia.org/wiki/Yamoussoukro_Our_Lady_of_Peace_Bazilikası)
Batı Afrika,Fildisi Sahili,1999 Darbesi,Savaş/Çatışma,1999,1999,1999,1990,Ülke tarihindeki ilk darbe. [Wikipedia](https://tr.wikipedia.org/wiki/1999_Fildişi_Sahili_darbesi)
Batı Afrika,Fildisi Sahili,İç Savaş 2002,Savaş/Çatışma,2002,2002,2007,2000,Ülkenin kuzey-güney olarak bölünmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Birinci_Fildişi_Sahili_İç_Savaşı)
Batı Afrika,Fildisi Sahili,Gbagbo Krizi,Savaş/Çatışma,2010,2010,2011,2010,Seçim sonuçlarını reddetme ve çatışma. [Wikipedia](https://tr.wikipedia.org/wiki/2010-2011_Fildişi_Sahili_krizi)
Batı Afrika,Fildisi Sahili,Grand-Bassam Saldırısı,Terör Saldırısı,2016,2016,2016,2010,Tatil beldesine el-Kaide saldırısı. [Wikipedia](https://tr.wikipedia.org/wiki/2016_Grand-Bassam_saldırıları)
Batı Afrika,Moritanya,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya)
Batı Afrika,Moritanya,Batı Sahra Savaşı,Savaş/Çatışma,1975,1975,1979,1970,Polisario ile çatışma ve çekilme. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Sahra_Savaşı)
Batı Afrika,Moritanya,Ould Taya Darbesi,Savaş/Çatışma,1984,1984,2005,1980,Uzun süreli askeri yönetim. [Wikipedia](https://tr.wikipedia.org/wiki/Maaouya_Ould_Sid'Ahmed_Taya)
Batı Afrika,Moritanya,Köleliğin Yasaklanması,Devrim/Rejim Değişikliği,1981,1981,2007,1980,Köleliği en son kaldıran ülke (tam suç sayılması 2007). [Wikipedia](https://tr.wikipedia.org/wiki/Moritanya'da_kölelik)
Batı Afrika,Yesil Burun Adalari,Bağımsızlık,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Portekiz'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Burun_Adaları)
Batı Afrika,Yesil Burun Adalari,Cesaria Evora,Kültür/Bilim,1988,1988,2011,1980,"Çıplak Ayaklı Diva"nın dünya çapında ünü. [Wikipedia](https://tr.wikipedia.org/wiki/Cesária_Évora)
Batı Afrika,Yesil Burun Adalari,Demokratik Geçiş,Devrim/Rejim Değişikliği,1991,1991,1991,1990,Tek partiden çok partili sisteme. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Burun_Adaları)
