region,country,event,category,year,year_start,year_end,decade,summary
Balkanlar,Arnavutluk,Piramit Banker Krizi,Ekonomi,1997,1997,1997,1990,Halkın tasarruflarını kaybetmesiyle çıkan iç karışıklık.
Balkanlar,Arnavutluk,NATO Üyeliği,Savaş/Çatışma,2009,2009,2009,2000,Arnavutluk'un NATO'ya tam üye olması.
Balkanlar,Makedonya,Üsküp Depremi,Doğal Afet,1963,1963,1963,1960,Başkent Üsküp'ü yerle bir eden yıkıcı deprem.
Balkanlar,Makedonya,Bağımsızlık Referandumu,Devrim/Rejim Değişikliği,1991,1991,1991,1990,Barışçıl bir şekilde Yugoslavya'dan ayrılma.
Balkanlar,Makedonya,İsim Değişikliği (Kuzey Makedonya),Devrim/Rejim Değişikliği,2019,2019,2019,2010,Yunanistan ile anlaşarak ülkenin adının Kuzey Makedonya olması.
Balkanlar,Karadağ,Bağımsızlık Referandumu,Devrim/Rejim Değişikliği,2006,2006,2006,2000,Sırbistan'dan ayrılarak bağımsız devlet olması.
Balkanlar,Karadağ,NATO Üyeliği,Savaş/Çatışma,2017,2017,2017,2010,Rusya'nın itirazlarına rağmen NATO'ya katılım.
Balkanlar,Kosova,NATO Müdahalesi,Savaş/Çatışma,1999,1999,1999,1990,Sırp güçlerine karşı NATO hava harekatı.
Balkanlar,Kosova,Bağımsızlık İlanı,Devrim/Rejim Değişikliği,2008,2008,2008,2000,Sırbistan'dan tek taraflı bağımsızlık ilanı.
Balkanlar,Bulgaristan,Eylül Ayaklanması,Savaş/Çatışma,1923,1923,1923,1920,Komünistlerin başarısız ayaklanma girişimi.
Balkanlar,Bulgaristan,Sofya Katedrali Saldırısı,Terör Saldırısı,1925,1925,1925,1920,Komünistlerin krala suikast girişimi, 150 ölü.
Balkanlar,Bulgaristan,Jivkov'un Devrilmesi,Devrim/Rejim Değişikliği,1989,1989,1989,1980,Komünist lider Todor Jivkov'un istifası.
Balkanlar,Bulgaristan,AB Üyeliği,Ekonomi,2007,2007,2007,2000,Bulgaristan'ın Avrupa Birliği'ne katılması.
Balkanlar,Romanya,Büyük Romanya'nın Tanınması,Devrim/Rejim Değişikliği,1920,1920,1920,1920,Trianon Antlaşması ile Transilvanya'nın Romanya'ya katılması.
Balkanlar,Romanya,Çavuşesku'nun İdamı,Devrim/Rejim Değişikliği,1989,1989,1989,1980,Romanya Devrimi ve diktatör Çavuşesku'nun kurşuna dizilmesi.
Balkanlar,Romanya,AB Üyeliği,Ekonomi,2007,2007,2007,2000,Romanya'nın Avrupa Birliği'ne katılması.
Balkanlar,Yunanistan,Anadolu Bozgunu (Küçük Asya Felaketi),Savaş/Çatışma,1922,1922,1922,1920,Türk Kurtuluş Savaşı yenilgisi ve mübadele.
Balkanlar,Yunanistan,Metaksas Diktatörlüğü,Devrim/Rejim Değişikliği,1936,1936,1941,1930,Otoriter rejimin kurulması.
Balkanlar,Yunanistan,İç Savaş,Savaş/Çatışma,1946,1946,1949,1940,Komünistler ve hükümet güçleri arasındaki kanlı iç savaş.
Balkanlar,Yunanistan,Albaylar Cuntası,Devrim/Rejim Değişikliği,1967,1967,1974,1960,Darbe ile askeri yönetimin başa geçmesi.
Balkanlar,Yunanistan,Atina 2004 Olimpiyatları,Kültür/Bilim,2004,2004,2004,2000,Yaz Olimpiyatlarının Atina'da düzenlenmesi.
Balkanlar,Yunanistan,Ekonomik Kriz,Ekonomi,2009,2009,2018,2000,Büyük borç krizi ve IMF kurtarma paketleri.
Balkanlar,Slovenya,On Gün Savaşı,Savaş/Çatışma,1991,1991,1991,1990,Slovenya'nın bağımsızlığını kazanmasıyla sonuçlanan kısa çatışma.
Balkanlar,Slovenya,AB ve Euro Üyeliği,Ekonomi,2004,2004,2004,2000,Eski Yugoslav ülkeleri arasında ilk AB üyesi.
