region,country,event,category,year,year_start,year_end,decade,summary
Asya,Myanmar,Askeri Darbe 2021,Devrim/Rejim Değişikliği,2021,2021,2021,2020,Sivil hükümetin devrilmesi.
Afrika,Ruanda,Bağımsızlık,Devrim/Rejim Değişikliği,1962,1962,1962,1960,Belçika'dan bağımsızlık.
Afrika,Ruanda,Ruanda Soykırımı,Savaş/Çatışma,1994,1994,1994,1990,Tutsi nüfusuna yönelik etnik temizlik.
Afrika,Ruanda,Kagame Dönemi,Önemli Lider,2000,2000,2024,2000,Paul Kagame'nin başkanlığı.
Afrika,Burkina Faso,Yukarı Volta Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık.
Afrika,Burkina Faso,Thomas Sankara Devrimi,Devrim/Rejim Değişikliği,1983,1983,1983,1980,Ülkenin adının değişmesi ve sosyalist reformlar.
Afrika,Burkina Faso,Sankara Suikastı,Önemli Lider,1987,1987,1987,1980,Liderin öldürülmesi ve darbe.
Orta Doğu,Yemen,Kuzey-Güney Birleşmesi,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Yemen Cumhuriyeti'nin ilanı.
Orta Doğu,Yemen,Arap Baharı,Devrim/Rejim Değişikliği,2011,2011,2011,2010,Salih'in istifası.
Orta Doğu,Yemen,İç Savaş Başlangıcı,Savaş/Çatışma,2014,2014,2014,2010,Husilerin Sana'yı ele geçirmesi.
Orta Doğu,Misir,Süveyş Krizi,Savaş/Çatışma,1956,1956,1956,1950,Kanalın millileştirilmesi ve savaş.
Orta Doğu,Misir,Enver Sedat Suikastı,Terör Saldırısı,1981,1981,1981,1980,Tören sırasında suikast.
Orta Doğu,Misir,Tahrir Devrimi,Devrim/Rejim Değişikliği,2011,2011,2011,2010,Mübarek'in devrilmesi.
Orta Doğu,Misir,Sisi Darbesi,Devrim/Rejim Değişikliği,2013,2013,2013,2010,Mursi'nin görevden alınması.
Afrika,Libya,Kaddafi Darbesi,Devrim/Rejim Değişikliği,1969,1969,1969,1960,Monarşinin yıkılması.
Afrika,Libya,Lockerbie Saldırısı,Terör Saldırısı,1988,1988,1988,1980,Yolcu uçağının bombalanması.
Afrika,Libya,Libya İç Savaşı,Savaş/Çatışma,2011,2011,2011,2010,Kaddafi'nin devrilmesi ve ölümü.
Asya,Afganistan,Sovyet İşgali,Savaş/Çatışma,1979,1979,1989,1970,Sovyet ordusunun müdahalesi.
Asya,Afganistan,Taliban Rejimi,Devrim/Rejim Değişikliği,1996,1996,2001,1990,Kabil'in düşmesi.
Asya,Afganistan,ABD İşgali,Savaş/Çatışma,2001,2001,2021,2000,11 Eylül sonrası müdahale.
Asya,Afganistan,Taliban'ın Dönüşü,Devrim/Rejim Değişikliği,2021,2021,2021,2020,ABD çekilmesi ve Kabil'in düşmesi.
