region,country,event,category,year,year_start,year_end,decade,summary
Avrupa,Polonya,Almanya'nın Polonya'yı İşgali,Savaş/Çatışma,1939,1939,1939,1930,II. Dünya Savaşı'nın başlangıcı.
Avrupa,Polonya,Katyn Katliamı,Soykırım,1940,1940,1940,1940,Sovyet NKVD tarafından binlerce Polonyalı subayın infazı.
Avrupa,Polonya,Varşova Gettosu Ayaklanması,Savaş/Çatışma,1943,1943,1943,1940,Yahudi direnişçilerin Nazilere karşı isyanı.
Avrupa,Polonya,Varşova Ayaklanması,Savaş/Çatışma,1944,1944,1944,1940,Polonya Yeraltı Ordusu'nun şehri kurtarma girişimi ve yıkımı.
Avrupa,Polonya,Dayanışma (Solidarnosc) Hareketi,Devrim/Rejim Değişikliği,1980,1980,1989,1980,Lech Walesa liderliğinde Doğu Bloku'nun ilk bağımsız sendikası.
Avrupa,Polonya,Sıkıyönetim İlani,Devrim/Rejim Değişikliği,1981,1981,1983,1980,Wojciech Jaruzelski'nin Dayanışma hareketini bastırmak için askeri yönetim ilanı.
Avrupa,Polonya,Yuvarlak Masa Görüşmeleri,Devrim/Rejim Değişikliği,1989,1989,1989,1980,Komünizmin sonunu getiren barışçıl geçiş anlaşması.
Avrupa,Polonya,NATO Üyeliği,Devrim/Rejim Değişikliği,1999,1999,1999,1990,Güvenlik ekseninin Batı'ya kayması.
Avrupa,Polonya,AB Üyeliği,Devrim/Rejim Değişikliği,2004,2004,2004,2000,Avrupa ile siyasi ve ekonomik bütünleşme.
Avrupa,Polonya,Smolensk Uçak Kazası,Devrim/Rejim Değişikliği,2010,2010,2010,2010,Cumhurbaşkanı Kaczynski ve devlet erkanının Rusya'da düşen uçakta ölümü.
Avrupa,Polonya,Hukuk ve Adalet (PiS) İktidarı,Devrim/Rejim Değişikliği,2015,2015,2023,2010,Muhafazakar dönüşüm ve yargı reformları nedeniyle AB ile gerilim.
Avrupa,Polonya,Kürtaj Yasası Protestoları,Kültür & Toplum,2020,2020,2021,2020,Kürtajın neredeyse tamamen yasaklanmasına karşı kitlesel eylemler.
Avrupa,Polonya,Ukrayna Sınırı ve Mülteciler,Savaş/Çatışma,2022,2022,2023,2020,Savaşın başlamasıyla milyonlarca Ukraynalının Polonya'ya sığınması.
Avrupa,Polonya,Donald Tusk Hükümeti,Devrim/Rejim Değişikliği,2023,2023,2024,2020,Seçimler sonrası AB yanlısı koalisyonun iktidara dönüşü.
Avrupa,İsveç,NATO Üyeliği Başvurusu,Devrim/Rejim Değişikliği,2022,2022,2022,2020,200 yıllık tarafsızlığın sona ermesi kararı.
Avrupa,İsveç,Kuran Yakma Eylemleri,Kültür & Toplum,2023,2023,2023,2020,Diplomatik krize yol açan provokatif eylemler.
Avrupa,İsveç,NATO'ya Resmen Katılım,Devrim/Rejim Değişikliği,2024,2024,2024,2020,Macaristan onayının ardından ittifakın 32. üyesi olması.
Avrupa,Norveç,Troll A Platformu,Kültür & Toplum,1996,1996,1996,1990,İnsan yapımı en büyük nesnelerden birinin denize indirilmesi.
Avrupa,Norveç,Elektrikli Araç Devrimi,Kültür & Toplum,2020,2020,2024,2020,Dünyada araç satışlarının çoğunluğunun elektrikli olduğu ilk ülke.
Avrupa,Norveç,Svalbard Kablo Kesintisi,Savaş/Çatışma,2022,2022,2022,2020,Arktik denizaltı kablolarında şüpheli hasar.
