region,country,event,category,year,year_start,year_end,decade,summary
Güney Afrika,Mauritius,Kaya İsyanı,Savaş/Çatışma,1999,1999,1999,1990,Şarkıcı Kaya'nın ölümü sonrası olaylar. [Wikipedia](https://tr.wikipedia.org/wiki/Kaya_(müzisyen))
Güney Afrika,Mauritius,Ameenah Gurib,Önemli Lider,2015,2015,2018,2010,İlk kadın cumhurbaşkanı. [Wikipedia](https://tr.wikipedia.org/wiki/Ameenah_Gurib-Fakim)
Güney Afrika,Mauritius,Wakashio Sızıntısı,Doğal Afet,2020,2020,2020,2020,Petrol gemisinin karaya oturması. [Wikipedia](https://tr.wikipedia.org/wiki/MV_Wakashio_petrol_sızıntısı)
Güney Afrika,Mauritius,Chagos Sorunu,Diplomasi,2019,2019,2024,2010,UAD'nin İngiltere aleyhine kararı. [Wikipedia](https://tr.wikipedia.org/wiki/Chagos_Takımadaları)
Güney Afrika,Mauritius,Metro Express,Kültür/Bilim,2019,2019,2019,2010,Hafif raylı sistem açılışı. [Wikipedia](https://tr.wikipedia.org/wiki/Mauritius)
Güney Afrika,Lesoto,1970 Darbesi,Savaş/Çatışma,1970,1970,1970,1970,Seçim iptali ve olağanüstü hal. [Wikipedia](https://tr.wikipedia.org/wiki/Leabua_Jonathan)
Güney Afrika,Lesoto,1986 Darbesi,Savaş/Çatışma,1986,1986,1986,1980,Ordunun yönetime el koyması. [Wikipedia](https://tr.wikipedia.org/wiki/Lesoto)
Güney Afrika,Lesoto,Kralın Dönüşü,Devrim/Rejim Değişikliği,1994,1994,1994,1990,III. Letsie'nin tahta çıkışı. [Wikipedia](https://tr.wikipedia.org/wiki/III._Letsie)
Güney Afrika,Lesoto,2014 Darbe Girişimi,Savaş/Çatışma,2014,2014,2014,2010,Başbakanın kaçışı. [Wikipedia](https://tr.wikipedia.org/wiki/Tom_Thabane)
Güney Afrika,Lesoto,Thabane Skandalı,Savaş/Çatışma,2020,2020,2020,2020,Başbakanın eşinin cinayetle suçlanması. [Wikipedia](https://tr.wikipedia.org/wiki/Tom_Thabane)
Güney Afrika,Lesoto,Sam Matekane,Önemli Lider,2022,2022,2022,2020,Milyarderin başbakan seçilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Sam_Matekane)
Güney Afrika,Esvatini,1973 Kararnamesi,Devrim/Rejim Değişikliği,1973,1973,1973,1970,Anayasanın askıya alınması (Mutlak Monarşi). [Wikipedia](https://tr.wikipedia.org/wiki/II._Sobhuza)
Güney Afrika,Esvatini,Mswati III Taç Giyimi,Önemli Lider,1986,1986,2024,1980,Mevcut kralın tahta çıkışı. [Wikipedia](https://tr.wikipedia.org/wiki/III._Mswati)
Güney Afrika,Esvatini,Yeni Anayasa 2005,Devrim/Rejim Değişikliği,2005,2005,2005,2000,Mutlak yetkilerin korunması. [Wikipedia](https://tr.wikipedia.org/wiki/Esvatini)
Güney Afrika,Esvatini,Külhingilazı,Kültür/Bilim,1970,1970,2024,1970,Umhlanga (Kamış Dansı) festivali. [Wikipedia](https://tr.wikipedia.org/wiki/Umhlanga_(tören))
Güney Afrika,Esvatini,İsim Değişikliği,Kültür/Bilim,2018,2018,2018,2010,Swaziland'dan Esvatini'ye geçiş. [Wikipedia](https://tr.wikipedia.org/wiki/Esvatini)
Güney Afrika,Esvatini,Thulani Maseko Suikastı,Savaş/Çatışma,2023,2023,2023,2020,İnsan hakları avukatının öldürülmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Esvatini)
Doğu Afrika,Cibuti,Gouled Aptidon,Önemli Lider,1977,1977,1999,1980,İlk ve uzun süreli başkan. [Wikipedia](https://tr.wikipedia.org/wiki/Hassan_Gouled_Aptidon)
Doğu Afrika,Cibuti,Guelleh Dönemi,Önemli Lider,1999,1999,2024,1990,İkinci başkanın görevi devralması. [Wikipedia](https://tr.wikipedia.org/wiki/Ismail_Omar_Guelleh)
Doğu Afrika,Cibuti,Eritre Sınır Çatışması,Savaş/Çatışma,2008,2008,2008,2000,Doumeira Dağı krizi. [Wikipedia](https://tr.wikipedia.org/wiki/Cibuti-Eritre_sınır_çatışması)
Doğu Afrika,Cibuti,Demiryolu Açılışı,Ekonomi,2017,2017,2017,2010,Etiyopya-Cibuti hattı. [Wikipedia](https://tr.wikipedia.org/wiki/Addis_Ababa–Cibuti_Demiryolu)
Doğu Afrika,Madagaskar,Ravalomanana Krizi,Savaş/Çatışma,2002,2002,2002,2000,İki başkanlı kriz. [Wikipedia](https://tr.wikipedia.org/wiki/Marc_Ravalomanana)
Doğu Afrika,Madagaskar,Çekirge İstilası,Doğal Afet,2013,2013,2013,2010,Büyük tarım felaketi. [Wikipedia](https://tr.wikipedia.org/wiki/Madagaskar)
Doğu Afrika,Madagaskar,Veba Salgını,Doğal Afet,2017,2017,2017,2010,Hıyarcıklı veba salgını. [Wikipedia](https://tr.wikipedia.org/wiki/2014_Madagaskar_veba_salgını)
Doğu Afrika,Madagaskar,Rajoelina'nın Dönüşü,Devrim/Rejim Değişikliği,2019,2019,2019,2010,Seçimle tekrar başa gelmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Andry_Rajoelina)
Kuzey Afrika,Batı Sahra,Gdeim Izik Kampı,Savaş/Çatışma,2010,2010,2010,2010,Protesto kampının dağıtılması. [Wikipedia](https://tr.wikipedia.org/wiki/Gdeim_Izik_protesto_kampı)
Kuzey Afrika,Batı Sahra,Ateşkesin Sonu 2020,Savaş/Çatışma,2020,2020,2020,2020,Guerguerat krizi ve çatışma. [Wikipedia](https://tr.wikipedia.org/wiki/Guerguerat)
Kuzey Afrika,Batı Sahra,ABD Tanıması,Diplomasi,2020,2020,2020,2020,Trump'ın Fas egemenliğini tanıması. [Wikipedia](https://tr.wikipedia.org/wiki/Batı_Sahra)
Kuzey Afrika,Batı Sahra,Brahim Ghali Tedavisi,Diplomasi,2021,2021,2021,2020,İspanya-Fas krizi. [Wikipedia](https://tr.wikipedia.org/wiki/Fas-İspanya_diplomatik_krizi)
Orta Afrika,Sao Tome ve Principe,Miguel Trovoada,Önemli Lider,1991,1991,2001,1990,İlk demokratik başkan. [Wikipedia](https://tr.wikipedia.org/wiki/Miguel_Trovoada)
Orta Afrika,Sao Tome ve Principe,Petrol Anlaşması,Ekonomi,2001,2001,2001,2000,Nijerya ile ortak bölge. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Orta Afrika,Sao Tome ve Principe,2022 Darbe Girişimi,Savaş/Çatışma,2022,2022,2022,2020,Başarısız müdahale. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Orta Afrika,Sao Tome ve Principe,Biyosfer Rezervi,Kültür/Bilim,2012,2012,2012,2010,Principe adasının UNESCO koruması. [Wikipedia](https://tr.wikipedia.org/wiki/Principe)
Batı Afrika,Yesil Burun Adalari,Pedro Pires,Önemli Lider,2001,2001,2011,2000,İyi yönetim ödülü alan başkan. [Wikipedia](https://tr.wikipedia.org/wiki/Pedro_Pires)
Batı Afrika,Yesil Burun Adalari,Fogo Yanardağı,Doğal Afet,2014,2014,2014,2010,Yanardağ patlaması. [Wikipedia](https://tr.wikipedia.org/wiki/Fogo,_Yeşil_Burun_Adaları)
Batı Afrika,Yesil Burun Adalari,Mavi Bayrak,Kültür/Bilim,2020,2020,2024,2020,Turizmde sürdürülebilirlik. [Wikipedia](https://tr.wikipedia.org/wiki/Yeşil_Burun_Adaları)
Batı Afrika,Yesil Burun Adalari,Morna Müziği UNESCO,Kültür/Bilim,2019,2019,2019,2010,Kültürel miras ilanı. [Wikipedia](https://tr.wikipedia.org/wiki/Morna)
Batı Afrika,Gambiya,Darbe 1981,Savaş/Çatışma,1981,1981,1981,1980,Senegal müdahalesi ile bastırılan darbe. [Wikipedia](https://tr.wikipedia.org/wiki/1981_Gambiya_darbe_girişimi)
Batı Afrika,Gambiya,Adama Barrow,Önemli Lider,2017,2017,2024,2010,Demokratik değişimin lideri. [Wikipedia](https://tr.wikipedia.org/wiki/Adama_Barrow)
Batı Afrika,Gine-Bissau,Nino Vieira Suikastı,Önemli Lider,2009,2009,2009,2000,Başkanın askerler tarafından öldürülmesi. [Wikipedia](https://tr.wikipedia.org/wiki/João_Bernardo_Vieira)
Batı Afrika,Gine-Bissau,2012 Darbesi,Savaş/Çatışma,2012,2012,2012,2010,Seçim süreci kesintisi. [Wikipedia](https://tr.wikipedia.org/wiki/2012_Gine-Bissau_darbesi)
Batı Afrika,Moritanya,2005 Darbesi,Devrim/Rejim Değişikliği,2005,2005,2005,2000,Ould Taya'nın düşüşü. [Wikipedia](https://tr.wikipedia.org/wiki/2005_Moritanya_darbesi)
Batı Afrika,Moritanya,Ghazouani Seçimi,Önemli Lider,2019,2019,2019,2010,İlk demokratik devir teslim. [Wikipedia](https://tr.wikipedia.org/wiki/Muhammed_Ve ولد_Gazvani)
