region,country,event,category,year,year_start,year_end,decade,summary
Orta Afrika,Çad,Toyota Savaşı,Savaş/Çatışma,1987,1987,1987,1980,Libya'ya karşı kazanılan zafer. [Wikipedia](https://tr.wikipedia.org/wiki/Toyota_Savaşı)
Orta Afrika,Çad,Deby Darbesi,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Idriss Déby'nin Habre'yi devirmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Idriss_Déby)
Orta Afrika,Çad,Petrol İhracatı,Ekonomi,2003,2003,2003,2000,Doba petrol boru hattının açılması. [Wikipedia](https://tr.wikipedia.org/wiki/Çad_ekonomisi)
Orta Afrika,Çad,Başkent Saldırısı 2008,Savaş/Çatışma,2008,2008,2008,2000,İsyancıların N'Djamena'ya girmesi. [Wikipedia](https://tr.wikipedia.org/wiki/N'Djamena_Muharebesi_(2008))
Orta Afrika,Çad,Habre Davası,Diplomasi,2016,2016,2016,2010,Eski diktatörün ömür boyu hapse mahkumu. [Wikipedia](https://tr.wikipedia.org/wiki/Hissène_Habré)
Orta Afrika,Çad,Deby'nin Ölümü,Savaş/Çatışma,2021,2021,2021,2020,Cephede isyancılarla çatışırken ölüm. [Wikipedia](https://tr.wikipedia.org/wiki/Idriss_Déby)
Orta Afrika,Çad,Geçiş Konseyi,Devrim/Rejim Değişikliği,2021,2021,2024,2020,Oğul Mahamat Déby'nin yönetimi. [Wikipedia](https://tr.wikipedia.org/wiki/Mahamat_Déby)
Orta Afrika,Kongo,Bağımsızlık 1960,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık (Kongo Cumhuriyeti). [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti)
Orta Afrika,Kongo,Sassou Nguesso 1979,Önemli Lider,1979,1979,1979,1970,İlk başkanlık dönemi başlangıcı. [Wikipedia](https://tr.wikipedia.org/wiki/Denis_Sassou_Nguesso)
Orta Afrika,Kongo,Çok Partili Geçiş,Devrim/Rejim Değişikliği,1992,1992,1992,1990,Pascal Lissouba'nın seçilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Pascal_Lissouba)
Orta Afrika,Kongo,1997 İç Savaşı,Savaş/Çatışma,1997,1997,1999,1990,Sassou Nguesso'nun dönüşü. [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti_İç_Savaşı)
Orta Afrika,Kongo,Yeni Anayasa 2015,Devrim/Rejim Değişikliği,2015,2015,2015,2010,Başkanlık süresi değişikliği. [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Bağımsızlık 1960,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Belçika'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Kongo_Demokratik_Cumhuriyeti)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Lumumba Suikastı,Önemli Lider,1961,1961,1961,1960,Patrice Lumumba'nın öldürülmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Patrice_Lumumba)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Mobutu Dönemi,Devrim/Rejim Değişikliği,1965,1965,1997,1960,Zaire adıyla diktatörlük. [Wikipedia](https://tr.wikipedia.org/wiki/Mobutu_Sese_Seko)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Şaba Çatışmaları,Savaş/Çatışma,1978,1978,1978,1970,Kolwezi muharebesi. [Wikipedia](https://tr.wikipedia.org/wiki/Kolwezi_Muharebesi)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Birinci Kongo Savaşı,Savaş/Çatışma,1996,1996,1997,1990,Mobutu'nun devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Birinci_Kongo_Savaşı)
Orta Afrika,Demokratik Kongo Cumhuriyeti,İkinci Kongo Savaşı,Savaş/Çatışma,1998,1998,2003,1990,Afrika'nın Büyük Savaşı. [Wikipedia](https://tr.wikipedia.org/wiki/İkinci_Kongo_Savaşı)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Laurent Kabila Suikastı,Önemli Lider,2001,2001,2001,2000,Oğlu Joseph Kabila'nın geçişi. [Wikipedia](https://tr.wikipedia.org/wiki/Laurent-Désiré_Kabila)
Orta Afrika,Demokratik Kongo Cumhuriyeti,M23 İsyanı,Savaş/Çatışma,2012,2012,2013,2010,Goma'nın düşüşü. [Wikipedia](https://tr.wikipedia.org/wiki/23_Mart_Hareketi)
Orta Afrika,Demokratik Kongo Cumhuriyeti,İlk Demokratik Geçiş,Devrim/Rejim Değişikliği,2019,2019,2019,2010,Felix Tshisekedi'nin zaferi. [Wikipedia](https://tr.wikipedia.org/wiki/Félix_Tshisekedi)
Orta Afrika,Demokratik Kongo Cumhuriyeti,Ebola Salgını,Doğal Afet,2018,2018,2020,2010,Kivu bölgesinde büyük salgın. [Wikipedia](https://tr.wikipedia.org/wiki/Kivu_Ebola_salgını)
Orta Afrika,Ekvator Ginesi,Bağımsızlık,Devrim/Rejim Değişikliği,1968,1968,1968,1960,İspanya'dan ayrılık. [Wikipedia](https://tr.wikipedia.org/wiki/Ekvator_Ginesi)
Orta Afrika,Ekvator Ginesi,Macias Nguema Dönemi,Önemli Lider,1968,1968,1979,1960,Baskıcı rejim. [Wikipedia](https://tr.wikipedia.org/wiki/Francisco_Macías_Nguema)
Orta Afrika,Ekvator Ginesi,1979 Darbesi,Savaş/Çatışma,1979,1979,1979,1970,Teodoro Obiang'ın darbesi. [Wikipedia](https://tr.wikipedia.org/wiki/Teodoro_Obiang_Nguema_Mbasogo)
Orta Afrika,Ekvator Ginesi,Petrol Keşfi,Ekonomi,1996,1996,1996,1990,Büyük petrol rezervlerinin bulunması. [Wikipedia](https://tr.wikipedia.org/wiki/Ekvator_Ginesi_ekonomisi)
Orta Afrika,Ekvator Ginesi,Malabo Zirvesi,Diplomasi,2011,2011,2011,2010,Afrika Birliği zirvesi. [Wikipedia](https://tr.wikipedia.org/wiki/Malabo)
Orta Afrika,Ekvator Ginesi,Bata Patlamaları,Doğal Afet,2021,2021,2021,2020,Askeri üste mühimmat patlaması. [Wikipedia](https://tr.wikipedia.org/wiki/2021_Bata_patlamaları)
Orta Afrika,Gabon,Bağımsızlık,Devrim/Rejim Değişikliği,1960,1960,1960,1960,Fransa'dan bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Gabon)
Orta Afrika,Gabon,Omar Bongo Dönemi,Önemli Lider,1967,1967,2009,1960,42 yıllık iktidar. [Wikipedia](https://tr.wikipedia.org/wiki/Omar_Bongo)
Orta Afrika,Gabon,1990 Konferansı,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Çok partili sisteme geçiş. [Wikipedia](https://tr.wikipedia.org/wiki/Gabon)
Orta Afrika,Gabon,Ali Bongo Seçimi,Önemli Lider,2009,2009,2009,2000,Babanın ardından oğulun seçilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Ali_Bongo_Ondimba)
Orta Afrika,Gabon,Futbol Kupası 2017,Kültür/Bilim,2017,2017,2017,2010,Afrika Uluslar Kupası ev sahipliği. [Wikipedia](https://tr.wikipedia.org/wiki/2017_Afrika_Uluslar_Kupası)
Orta Afrika,Gabon,2019 Darbe Girişimi,Savaş/Çatışma,2019,2019,2019,2010,Başarısız askeri müdahale. [Wikipedia](https://tr.wikipedia.org/wiki/2019_Gabon_darbe_girişimi)
Orta Afrika,Gabon,İklim Değişikliği Fonu,Diplomasi,2021,2021,2021,2020,Orman koruma karşılığı ödeme. [Wikipedia](https://tr.wikipedia.org/wiki/Gabon)
Orta Afrika,Gabon,2023 Darbesi,Devrim/Rejim Değişikliği,2023,2023,2023,2020,Bongo hanedanının devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/2023_Gabon_darbesi)
Orta Afrika,Sao Tome ve Principe,Bağımsızlık,Devrim/Rejim Değişikliği,1975,1975,1975,1970,Portekiz'den bağımsızlık. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Orta Afrika,Sao Tome ve Principe,Çok Partili Sistem,Devrim/Rejim Değişikliği,1990,1990,1990,1990,Demokratik reformlar. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Orta Afrika,Sao Tome ve Principe,2003 Darbesi,Savaş/Çatışma,2003,2003,2003,2000,Kısa süreli askeri müdahale. [Wikipedia](https://tr.wikipedia.org/wiki/Sao_Tome_ve_Principe)
Orta Afrika,Orta Afrika Cumhuriyeti,Bokassa Darbesi,Savaş/Çatışma,1966,1966,1966,1960,Yönetimin ele geçirilmesi (Tekrar detay). [Wikipedia](https://tr.wikipedia.org/wiki/Jean-Bédel_Bokassa)
Orta Afrika,Orta Afrika Cumhuriyeti,İmparatorluk Töreni,Kültür/Bilim,1977,1977,1977,1970,Bokassa'nın taç giyme töreni. [Wikipedia](https://tr.wikipedia.org/wiki/Jean-Bédel_Bokassa)
Orta Afrika,Orta Afrika Cumhuriyeti,Fransız Müdahalesi (Barracuda),Savaş/Çatışma,1979,1979,1979,1970,Bokassa'nın devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/Operasyon_Barracuda)
Orta Afrika,Orta Afrika Cumhuriyeti,Bozize Darbesi,Savaş/Çatışma,2003,2003,2003,2000,Patassé'nin devrilmesi. [Wikipedia](https://tr.wikipedia.org/wiki/François_Bozizé)
Orta Afrika,Orta Afrika Cumhuriyeti,Seleka İsyanı,Savaş/Çatışma,2012,2012,2013,2010,İsyancıların başkenti alması. [Wikipedia](https://tr.wikipedia.org/wiki/Orta_Afrika_Cumhuriyeti_İç_Savaşı)
Orta Afrika,Orta Afrika Cumhuriyeti,Touadera Seçimi,Önemli Lider,2016,2016,2016,2010,Barışçıl seçim. [Wikipedia](https://tr.wikipedia.org/wiki/Faustin-Archange_Touadéra)
Orta Afrika,Orta Afrika Cumhuriyeti,Rus Paralı Askerleri,Diplomasi,2018,2018,2024,2010,Wagner grubunun varlığı. [Wikipedia](https://tr.wikipedia.org/wiki/Wagner_Grubu)
Orta Afrika,Orta Afrika Cumhuriyeti,Bangui Kuşatması 2021,Savaş/Çatışma,2021,2021,2021,2020,İsyancıların başkente saldırısı. [Wikipedia](https://tr.wikipedia.org/wiki/Orta_Afrika_Cumhuriyeti)
